DBCODE,ENTITY,YEAR,SITECODE,SECTION,REACH,PASS,UNITNUM,UNITTYPE,VERT_INDEX,PITNUMBER,SPECIES,LENGTH1,LENGTH2,WEIGHT,CLIP,SAMPLEDATE,NOTES
AS006,1,2000,MACKOG-L,OG,L,1,1,P,2,NA,ONCL,39,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,1,P,3,NA,ONCL,110,NA,NA,LV,8/22/00,BB
AS006,1,2000,MACKOG-L,OG,L,1,1,P,4,NA,ONCL,148,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,1,P,5,NA,ONCL,140,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,1,P,6,NA,ONCL,111,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,1,P,7,NA,ONCL,119,NA,NA,RV,8/22/00,CLIPPED BOTH
AS006,1,2000,MACKOG-L,OG,L,1,1,P,8,NA,ONCL,84,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,1,P,9,NA,DITE,65,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,1,P,10,NA,DITE,71,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,1,NA,ONCL,39,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,2,C,2,NA,ONCL,65,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,3,NA,ONCL,104,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,4,NA,ONCL,124,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,5,NA,ONCL,113,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,6,NA,ONCL,130,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,7,NA,ONCL,139,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,8,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,9,NA,ONCL,39,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,10,NA,ONCL,112,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,11,NA,ONCL,84,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,12,NA,ONCL,107,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,13,NA,ONCL,148,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,14,NA,DITE,63,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,15,NA,DITE,28,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,16,NA,DITE,45,NA,NA,NONE,8/22/00,PATTI
AS006,1,2000,MACKOG-L,OG,L,1,2,C,17,NA,DITE,54,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,2,C,18,NA,DITE,101,NA,NA,NONE,8/22/00,ADULT
AS006,1,2000,MACKOG-L,OG,L,1,3,P,1,NA,ONCL,45,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,2,NA,ONCL,47,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,3,NA,ONCL,36,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,3,P,4,NA,ONCL,47,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,5,NA,ONCL,38,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,3,P,6,NA,ONCL,34,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,3,P,7,NA,ONCL,33,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,3,P,8,NA,ONCL,46,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,9,NA,ONCL,93,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,10,NA,ONCL,87,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,11,NA,ONCL,123,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,12,NA,ONCL,150,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,13,NA,ONCL,36,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,3,P,14,NA,DITE,66,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,3,P,15,NA,DITE,48,NA,NA,NONE,8/22/00,PATTY
AS006,1,2000,MACKOG-L,OG,L,1,3,P,16,NA,DITE,46,NA,NA,NONE,8/22/00,PATTY
AS006,1,2000,MACKOG-L,OG,L,1,3,P,17,NA,DITE,130,NA,NA,NONE,8/22/00,ADULT
AS006,1,2000,MACKOG-L,OG,L,1,4,C,1,NA,ONCL,38,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,4,C,2,NA,ONCL,42,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,3,NA,ONCL,40,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,1,4,C,4,NA,ONCL,86,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,5,NA,ONCL,72,NA,NA,LV,8/22/00,BB
AS006,1,2000,MACKOG-L,OG,L,1,4,C,6,NA,ONCL,92,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,7,NA,ONCL,131,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,8,NA,ONCL,106,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,9,NA,DITE,53,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,10,NA,DITE,75,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,4,C,11,NA,DITE,68,NA,NA,NONE,8/22/00,PATTI
AS006,1,2000,MACKOG-L,OG,L,1,4,C,12,NA,DITE,52,NA,NA,NONE,8/22/00,PATTI
AS006,1,2000,MACKOG-L,OG,L,1,4,C,13,NA,DITE,39,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,5,P,1,NA,ONCL,42,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,5,P,2,NA,ONCL,80,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,5,P,3,NA,ONCL,144,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,5,P,4,NA,DITE,125,NA,NA,NONE,8/22/00,ADULT
AS006,1,2000,MACKOG-L,OG,L,1,6,C,1,NA,ONCL,122,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,2,NA,ONCL,180,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,3,NA,ONCL,92,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,4,NA,ONCL,102,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,5,NA,ONCL,79,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,6,NA,DITE,51,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,1,6,C,7,NA,DITE,53,NA,NA,NONE,8/22/00,PATTI
AS006,1,2000,MACKOG-L,OG,L,1,6,C,8,NA,DITE,41,NA,NA,NONE,8/22/00,PATTI
AS006,1,2000,MACKOG-L,OG,L,2,1,P,1,NA,ONCL,38,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,2,1,P,2,NA,ONCL,183,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,1,NA,ONCL,39,NA,NA,NONE,8/22/00,NO CLIP
AS006,1,2000,MACKOG-L,OG,L,2,2,C,2,NA,ONCL,107,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,3,NA,ONCL,82,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,4,NA,ONCL,132,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,5,NA,ONCL,135,NA,NA,RV,8/22/00,BOTH
AS006,1,2000,MACKOG-L,OG,L,2,2,C,6,NA,DITE,67,NA,NA,NONE,8/22/00,PATTY
AS006,1,2000,MACKOG-L,OG,L,2,2,C,7,NA,DITE,62,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,8,NA,DITE,76,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,9,NA,DITE,69,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,10,NA,DITE,26,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,11,NA,DITE,36,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,2,C,12,NA,DITE,55,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,3,P,1,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,3,P,2,NA,DITE,49,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,3,P,3,NA,DITE,58,NA,NA,NONE,8/22/00,PATTY
AS006,1,2000,MACKOG-L,OG,L,2,3,P,4,NA,DITE,58,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,4,C,1,NA,ONCL,43,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,4,C,2,NA,DITE,22,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,4,C,3,NA,DITE,47,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,4,C,4,NA,DITE,42,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,4,C,5,NA,DITE,70,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-L,OG,L,2,5,P,1,NA,DITE,21,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,1,NA,ONCL,134,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,2,NA,ONCL,123,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,3,NA,ONCL,148,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,4,NA,ONCL,103,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,5,NA,DITE,50,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,6,NA,DITE,59,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,7,NA,DITE,54,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,8,NA,DITE,43,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,9,NA,DITE,49,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,10,NA,DITE,57,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,11,NA,ONCL,37,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,12,NA,ONCL,39,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,13,NA,ONCL,137,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,14,NA,ONCL,108,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,15,NA,DITE,45,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,16,NA,DITE,22,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,17,NA,DITE,34,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,18,NA,ONCL,130,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,19,NA,ONCL,125,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,20,NA,ONCL,141,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,21,NA,ONCL,169,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,22,NA,ONCL,94,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,23,NA,ONCL,84,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,24,NA,ONCL,38,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,6,C,25,NA,ONCL,85,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,1,NA,ONCL,104,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,2,NA,ONCL,112,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,3,NA,ONCL,69,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,4,NA,ONCL,102,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,5,NA,ONCL,123,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,6,NA,DITE,46,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,7,NA,DITE,44,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,8,NA,DITE,59,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,9,NA,DITE,45,NA,NA,NONE,8/22/00,BITE
AS006,1,2000,MACKOG-M,OG,M,1,7,P,10,NA,DITE,55,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,11,NA,DITE,49,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,12,NA,DITE,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,7,P,13,NA,DITE,23,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,1,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,2,NA,ONCL,36,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,3,NA,ONCL,46,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,4,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,5,NA,ONCL,95,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,6,NA,ONCL,112,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,7,NA,ONCL,102,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,8,NA,ONCL,64,NA,NA,LV,8/22/00,BB
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,9,NA,ONCL,35,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,10,NA,ONCL,76,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,11,NA,DITE,88,NA,NA,NONE,8/22/00,ADULT
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,12,NA,DITE,48,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,13,NA,DITE,55,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,14,NA,DITE,47,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,15,NA,DITE,58,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,16,NA,DITE,31,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,17,NA,DITE,47,NA,NA,NONE,8/22/00,BITE
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,18,NA,DITE,50,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,19,NA,DITE,40,NA,NA,NONE,8/22/00,BITE
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,20,NA,DITE,44,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,21,NA,DITE,30,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,22,NA,DITE,33,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,23,NA,DITE,45,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,24,NA,DITE,29,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,25,NA,DITE,38,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,26,NA,DITE,36,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,27,NA,DITE,28,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,8,SC,28,NA,DITE,113,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,1,NA,ONCL,33,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,2,NA,ONCL,165,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,3,NA,ONCL,121,NA,NA,RV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,4,NA,ONCL,125,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,5,NA,DITE,56,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,6,NA,DITE,36,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,7,NA,DITE,37,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,9,P,8,NA,DITE,115,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,1,NA,ONCL,44,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,2,NA,ONCL,38,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,3,NA,DITE,63,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,4,NA,DITE,80,NA,NA,NONE,8/22/00,ADULT
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,5,NA,DITE,75,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,6,NA,DITE,62,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,7,NA,DITE,71,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,10,SC,8,NA,DITE,58,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,1,NA,ONCL,72,NA,NA,NONE,8/22/00,BB
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,2,NA,ONCL,130,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,3,NA,ONCL,115,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,4,NA,DITE,68,NA,NA,NONE,8/22/00,MORPHING
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,5,NA,DITE,60,NA,NA,NONE,8/22/00,STUB TAIL
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,6,NA,DITE,63,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,7,NA,DITE,59,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,8,NA,DITE,50,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,9,NA,DITE,55,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,10,NA,DITE,53,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,11,NA,DITE,59,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,12,NA,DITE,48,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,13,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,14,NA,ONCL,37,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,15,NA,ONCL,43,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,16,NA,ONCL,38,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,17,NA,ONCL,36,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,11,SC,18,NA,DITE,22,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,1,NA,ONCL,142,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,2,NA,ONCL,35,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,3,NA,ONCL,47,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,4,NA,ONCL,90,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,5,NA,ONCL,91,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,6,NA,ONCL,110,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,7,NA,ONCL,110,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,8,NA,ONCL,37,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,9,NA,ONCL,127,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,10,NA,ONCL,92,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,11,NA,ONCL,93,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,12,NA,ONCL,98,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,13,NA,ONCL,110,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,14,NA,ONCL,115,NA,NA,LV,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,15,NA,ONCL,78,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,16,NA,ONCL,88,NA,NA,NONE,8/22/00,BB
AS006,1,2000,MACKOG-M,OG,M,1,12,C,17,NA,ONCL,83,NA,NA,NONE,8/22/00,BB
AS006,1,2000,MACKOG-M,OG,M,1,12,C,18,NA,ONCL,79,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,19,NA,DITE,80,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,20,NA,DITE,90,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,21,NA,DITE,59,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,22,NA,DITE,85,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,23,NA,DITE,58,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,24,NA,DITE,60,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,25,NA,DITE,66,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,26,NA,DITE,70,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,27,NA,DITE,58,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,28,NA,DITE,53,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,29,NA,DITE,52,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,30,NA,DITE,50,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,31,NA,DITE,46,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,32,NA,DITE,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,33,NA,DITE,22,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,34,NA,ONCL,31,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,35,NA,ONCL,38,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,36,NA,ONCL,50,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,37,NA,ONCL,41,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,38,NA,ONCL,37,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,39,NA,ONCL,44,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,40,NA,ONCL,39,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,41,NA,ONCL,43,NA,NA,NONE,8/22/00,NA
AS006,1,2000,MACKOG-M,OG,M,1,12,C,42,NA,ONCL,32,NA,NA,NONE,8/22/00,NA
